path=addoninfo.txt crc=BC0663F5 size=139B size_in_bytes=139
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg37_30_drtrimb.vmdl_c crc=3FB95710 size=65.30KB size_in_bytes=66869
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg38_2_pool_day_shower_button.vmdl_c crc=89A3EE75 size=48.53KB size_in_bytes=49693
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg39_3_pool_day_shower_head.vmdl_c crc=957FFB5D size=253.15KB size_in_bytes=259227
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg3_3_cinderwall03b_cheap.vmdl_c crc=6F3C02B4 size=5.36KB size_in_bytes=5487
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg40_3_hpe_italy_pipe_wall.vmdl_c crc=4CCC5BD7 size=111.61KB size_in_bytes=114288
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg41_4_aztec_scaffolding_system.vmdl_c crc=DCC27A5C size=287.24KB size_in_bytes=294133
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg42_1_dust_shipping_crate_01_wood_color.vmdl_c crc=758A56E6 size=61.75KB size_in_bytes=63228
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg43_4_dust_electrical_powerbox_color.vmdl_c crc=3162BCF5 size=65.28KB size_in_bytes=66843
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg44_1_dust_300d_interior_color.vmdl_c crc=7DBDA62F size=47.68KB size_in_bytes=48820
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg45_2_dust_300d_wheel_color.vmdl_c crc=3C94A121 size=59.86KB size_in_bytes=61298
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg46_2_palm_bark_01.vmdl_c crc=76AFD06E size=74.29KB size_in_bytes=76073
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg47_3_palm_frond_01.vmdl_c crc=6FF63A22 size=210.90KB size_in_bytes=215962
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg48_8_airduct_hvac_001.vmdl_c crc=9AB1FE87 size=30.62KB size_in_bytes=31357
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg49_5_chainlink_fence_001.vmdl_c crc=53631BBC size=157.01KB size_in_bytes=160783
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg4_22_concrete_floor_01.vmdl_c crc=32575903 size=10.01KB size_in_bytes=10254
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg50_3_chainlink_fence_wire_001.vmdl_c crc=6A7B88FA size=5.04KB size_in_bytes=5156
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg51_76_metal_door_001.vmdl_c crc=242E9B6A size=281.93KB size_in_bytes=288700
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg52_9_metal_pipe_001.vmdl_c crc=9315B939 size=865.95KB size_in_bytes=886731
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg53_7_metal_railing_001b.vmdl_c crc=BBFD2FDC size=77.98KB size_in_bytes=79855
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg54_1_nuke_clock_color.vmdl_c crc=E5C75112 size=9.06KB size_in_bytes=9277
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg55_3_hr_concrete_wall_painted_001_color.vmdl_c crc=AC98D8B1 size=4.84KB size_in_bytes=4959
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg56_2_nuke_light_fixture_color.vmdl_c crc=4F922E01 size=16.29KB size_in_bytes=16677
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg57_1_recessed_lighting_fixture_round_color.vmdl_c crc=7EBCE423 size=83.80KB size_in_bytes=85810
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg58_2_recessed_lighting_fixture_round_on_color.vmdl_c crc=147AA17A size=51.00KB size_in_bytes=52229
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg59_2_nuke_locker_bench_color.vmdl_c crc=F9672992 size=43.08KB size_in_bytes=44116
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg5_5_hr_concrete_stair_001.vmdl_c crc=42ACC9AA size=7.27KB size_in_bytes=7441
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg60_13_nuke_locker_color.vmdl_c crc=0224F2A6 size=993.69KB size_in_bytes=1017535
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg61_4_nuke_machinery_01_color.vmdl_c crc=19B0E339 size=24.55KB size_in_bytes=25140
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg62_6_nuke_office_props_001.vmdl_c crc=DCCB4CC1 size=26.13KB size_in_bytes=26754
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg63_4_sprinkler_001.vmdl_c crc=217CA5EB size=24.32KB size_in_bytes=24906
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg64_2_concreteedgewear_01.vmdl_c crc=76895137 size=4.45KB size_in_bytes=4560
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg65_3_constructionsite_stairs.vmdl_c crc=A2CCC438 size=63.57KB size_in_bytes=65091
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg66_2_scaffolding.vmdl_c crc=ADECD601 size=9.73KB size_in_bytes=9960
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg67_2_survival_outlets_switches_color.vmdl_c crc=8E7C7C0D size=5.99KB size_in_bytes=6138
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg68_4_electric_cables01.vmdl_c crc=7298FCA4 size=22.47KB size_in_bytes=23005
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg69_27_storefront.vmdl_c crc=DC3371E5 size=38.91KB size_in_bytes=39848
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg6_156_hr_concrete_wall_painted_001.vmdl_c crc=2C16BF17 size=61.07KB size_in_bytes=62538
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg70_1_guardrail.vmdl_c crc=283EB10D size=41.66KB size_in_bytes=42662
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg71_2_toilet.vmdl_c crc=4F691817 size=92.80KB size_in_bytes=95027
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg72_2_toilet_b.vmdl_c crc=71A01614 size=29.83KB size_in_bytes=30549
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg73_1_waterheater.vmdl_c crc=27232060 size=29.52KB size_in_bytes=30231
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg74_6_trashclusters01.vmdl_c crc=8FFB4712 size=252.18KB size_in_bytes=258236
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg75_5_pipeset08d_128_001a.vmdl_c crc=49318794 size=216.86KB size_in_bytes=222064
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg76_4_electrical_boxes.vmdl_c crc=02E7FAC3 size=25.03KB size_in_bytes=25629
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg77_1_firehydrant.vmdl_c crc=D0B9A1A4 size=38.80KB size_in_bytes=39736
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg78_5_watertower01.vmdl_c crc=992963D1 size=65.95KB size_in_bytes=67528
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg79_1_mop01.vmdl_c crc=7AB7A4BA size=18.41KB size_in_bytes=18850
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg7_3_hr_concrete_wall_painted_001_grey.vmdl_c crc=C744F7F2 size=4.61KB size_in_bytes=4717
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg80_1_mopbucket01.vmdl_c crc=9968A091 size=26.21KB size_in_bytes=26840
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg81_4_ammocan.vmdl_c crc=7ADA9A27 size=172.36KB size_in_bytes=176500
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg82_1_ashtray_stand001.vmdl_c crc=5A513CE2 size=26.00KB size_in_bytes=26620
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg83_2_exit_sign001.vmdl_c crc=BA47E3CF size=17.65KB size_in_bytes=18073
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg84_1_gas_meter.vmdl_c crc=4E9797DF size=19.15KB size_in_bytes=19606
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg85_4_coolingtank02.vmdl_c crc=A86E7FF4 size=15.54KB size_in_bytes=15914
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg86_252_plaster_ext_19.vmdl_c crc=9385293B size=64.95KB size_in_bytes=66509
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg87_2_cs16_light.vmdl_c crc=ECB94CA5 size=5.21KB size_in_bytes=5335
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg88_2_mirror.vmdl_c crc=1B21B63C size=16.46KB size_in_bytes=16851
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg89_85_plaster01.vmdl_c crc=756414AE size=45.62KB size_in_bytes=46711
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg8_1_hand_trolley.vmdl_c crc=E7D073D1 size=53.80KB size_in_bytes=55096
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg90_38_plaster01_blue.vmdl_c crc=81BB1AB7 size=15.70KB size_in_bytes=16076
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg91_42_plaster01_red.vmdl_c crc=A80D2BFC size=16.17KB size_in_bytes=16555
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg92_7_plastic_wall_01_black.vmdl_c crc=D545405B size=32.56KB size_in_bytes=33346
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg93_4_plastic_wall_01_blue.vmdl_c crc=35DCC10D size=8.06KB size_in_bytes=8257
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg94_3_plastic_wall_01_red.vmdl_c crc=F99597CB size=7.89KB size_in_bytes=8080
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg95_105_roofing01.vmdl_c crc=506CB4F4 size=578.63KB size_in_bytes=592520
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg96_40_tile01_blue.vmdl_c crc=34E93F75 size=53.07KB size_in_bytes=54345
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg97_22_tile01_red.vmdl_c crc=7E52553E size=15.51KB size_in_bytes=15880
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg98_33_tile01_white.vmdl_c crc=AE81B014 size=33.42KB size_in_bytes=34218
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg99_120_tile02_blue.vmdl_c crc=FE695F2C size=44.28KB size_in_bytes=45338
path=maps/ar_pool_day/worldnodes/node000_world_lr0_agg9_20_concrete_trim_weathered_dirt_blend_01.vmdl_c crc=FF44825B size=7.78KB size_in_bytes=7969
path=maps/ar_pool_day/world_physics.vmdl_c crc=8C49DB42 size=5.06MB size_in_bytes=5309652
path=maps/ar_pool_day/world_physics.vrman_c crc=1EC02364 size=856B size_in_bytes=856
path=maps/ar_pool_day/world_visibility.vvis_c crc=6528B75C size=3.84MB size_in_bytes=4023050
path=maps/ar_pool_day_cameras.txt crc=435171CF size=153B size_in_bytes=153
path=maps/ar_pool_day_retakes.txt crc=A3D066E3 size=1.13KB size_in_bytes=1160
path=maps/fy_pool_day_3d_skybox.vpk crc=2B59F1BD size=8.19MB size_in_bytes=8586393
path=materials/concrete/concrete_floor_01.vmat_c crc=F258A5D7 size=3.35KB size_in_bytes=3430
path=materials/concrete/concrete_floor_01_color_tga_2b2e5e.vtex_c crc=DFC99A39 size=172.67KB size_in_bytes=176812
path=materials/decals/blacknumber1.vmat crc=AC9DFCF0 size=766B size_in_bytes=766
path=materials/decals/blacknumber1_color.tga crc=7D34A51B size=24.02KB size_in_bytes=24594
path=materials/decals/blacknumber1_trans.tga crc=035FB83F size=8.02KB size_in_bytes=8210
path=materials/decals/blacknumber2.vmat crc=8C273CBC size=766B size_in_bytes=766
path=materials/decals/blacknumber2_color.tga crc=E8922116 size=24.02KB size_in_bytes=24594
path=materials/decals/blacknumber2_trans.tga crc=0C25EE4A size=8.02KB size_in_bytes=8210
path=materials/decals/bombsite_a.vmat crc=FCD10FF2 size=760B size_in_bytes=760
path=materials/decals/bombsite_a_color.tga crc=92C99F3B size=192.02KB size_in_bytes=196626
path=materials/decals/bombsite_a_trans.tga crc=F5E7D6CC size=64.02KB size_in_bytes=65554
path=materials/decals/bombsite_right_arrow.vmat crc=86D71BAE size=790B size_in_bytes=790
path=materials/decals/bombsite_right_arrow_color.tga crc=389311BB size=96.02KB size_in_bytes=98322
path=materials/decals/bombsite_right_arrow_trans.tga crc=31B75383 size=32.02KB size_in_bytes=32786
path=materials/decals/decalstain001a.vmat crc=56782590 size=823B size_in_bytes=823
path=materials/decals/decalstain001a_color.tga crc=A923AA6C size=768.02KB size_in_bytes=786450
path=materials/decals/decalstain001a_trans.tga crc=E0971E73 size=256.02KB size_in_bytes=262162
path=materials/decals/decalstain007a.vmat crc=FA7B246D size=823B size_in_bytes=823
path=materials/decals/decalstain007a_color.tga crc=38FCFE1B size=192.02KB size_in_bytes=196626
path=materials/decals/decalstain007a_trans.tga crc=E5D84065 size=64.02KB size_in_bytes=65554
path=materials/decals/decalstain008a.vmat crc=C2B52208 size=823B size_in_bytes=823
path=materials/decals/decalstain008a_color.tga crc=9B7D5AF9 size=48.02KB size_in_bytes=49170
path=materials/decals/decalstain008a_trans.tga crc=5CF5C44D size=16.02KB size_in_bytes=16402
path=materials/decals/decalstain015a.vmat crc=C99EC6AE size=816B size_in_bytes=816
path=materials/decals/decalstain015a_color.tga crc=767E2B08 size=192.02KB size_in_bytes=196626
path=materials/decals/decalstain015a_trans.tga crc=19D066CB size=64.02KB size_in_bytes=65554
path=materials/decals/decal_water_stain01.vmat crc=58FBED91 size=787B size_in_bytes=787
path=materials/decals/decal_water_stain01_color.tga crc=4A0CBA0D size=192.02KB size_in_bytes=196626
path=materials/decals/decal_water_stain01_trans.tga crc=046E0C4C size=64.02KB size_in_bytes=65554
path=materials/decals/drainage_stain_01.vmat crc=4D8DBD01 size=781B size_in_bytes=781
path=materials/decals/drainage_stain_01_color.tga crc=CFD2DBBE size=768.02KB size_in_bytes=786450
path=materials/decals/drainage_stain_01_trans.tga crc=FEF0085D size=256.02KB size_in_bytes=262162
path=materials/decals/prodstaina.vmat crc=4299CDE8 size=760B size_in_bytes=760
path=materials/decals/prodstaina_color.tga crc=FB2100EF size=96.02KB size_in_bytes=98322
path=materials/decals/prodstaina_trans.tga crc=D72D09FE size=32.02KB size_in_bytes=32786
path=materials/decals/prodstainb.vmat crc=81AEDA70 size=760B size_in_bytes=760
path=materials/decals/prodstainb_color.tga crc=05E79913 size=24.02KB size_in_bytes=24594
path=materials/decals/prodstainb_trans.tga crc=FF991D03 size=8.02KB size_in_bytes=8210
path=materials/decals/stain008.vmat crc=37E41B7B size=870B size_in_bytes=870
path=materials/decals/stain008_color.tga crc=25B1E374 size=384.02KB size_in_bytes=393234
path=materials/decals/stain008_trans.tga crc=483ED219 size=128.02KB size_in_bytes=131090
path=materials/decals/stain01.vmat crc=5570A198 size=751B size_in_bytes=751
path=materials/decals/stain01_color.tga crc=B0463DCD size=768.02KB size_in_bytes=786450
path=materials/decals/stain01_trans.tga crc=BB1F4753 size=256.02KB size_in_bytes=262162
path=materials/decals/trashdecal02a.vmat crc=823D7C9E size=769B size_in_bytes=769
path=materials/decals/trashdecal02a_color.tga crc=61D77373 size=768.02KB size_in_bytes=786450
path=materials/decals/trashdecal02a_trans.tga crc=40E07C31 size=256.02KB size_in_bytes=262162
path=materials/decals/trashdecal03a.vmat crc=52F1F00F size=769B size_in_bytes=769
path=materials/decals/trashdecal03a_color.tga crc=EB99B250 size=192.02KB size_in_bytes=196626
path=materials/decals/trashdecal03a_trans.tga crc=2ADD889A size=64.02KB size_in_bytes=65554
path=materials/decals/trashdecal04a.vmat crc=5B1BAEE8 size=769B size_in_bytes=769
path=materials/decals/trashdecal04a_color.tga crc=3CFEDE85 size=768.02KB size_in_bytes=786450
path=materials/decals/trashdecal04a_trans.tga crc=2D146DBF size=256.02KB size_in_bytes=262162
path=materials/decals/trash_00.vmat crc=8C461CCA size=778B size_in_bytes=778
path=materials/decals/trash_00_color.tga crc=A06BA061 size=768.02KB size_in_bytes=786450
path=materials/decals/trash_00_trans.tga crc=E076E1BB size=256.02KB size_in_bytes=262162
path=materials/default/default_ao_tga_559f1ac6.vtex_c crc=095B14A5 size=2.15KB size_in_bytes=2200
path=materials/default/default_bentnormal_tga_2023e987.vtex_c crc=FA1BF446 size=2.22KB size_in_bytes=2272
path=materials/default/default_color_tga_1140bf80.vtex_c crc=806C6479 size=2.20KB size_in_bytes=2256
path=materials/default/default_color_tga_67465163.vtex_c crc=2017D662 size=2.20KB size_in_bytes=2256
path=materials/default/default_cube_pfm_9ae971f0.vtex_c crc=6D0FEA03 size=513.09KB size_in_bytes=525400
path=materials/default/default_height_tga_821f45e2.vtex_c crc=BC3D1B6E size=2.23KB size_in_bytes=2288
path=materials/default/default_normal_tga_208aa89b.vtex_c crc=CD3E1608 size=2.14KB size_in_bytes=2192
path=materials/default/default_normal_tga_7be39f77.vtex_c crc=A163AD31 size=2.31KB size_in_bytes=2368
path=materials/default/default_normal_tga_7be61377.vtex_c crc=D3CB80FE size=2.30KB size_in_bytes=2352
path=materials/default/default_normal_tga_a316738c.vtex_c crc=9A8831F9 size=2.30KB size_in_bytes=2352
path=materials/default/default_tga_88f277a0.vtex_c crc=C6B7D9F2 size=2.13KB size_in_bytes=2176
path=materials/de_train/train_dirt_decal_07.vmat_c crc=AD9DC839 size=3.43KB size_in_bytes=3510
path=materials/de_train/train_dirt_decal_07_color_tga_24cb3a3c.vtex_c crc=3C85895B size=343.39KB size_in_bytes=351636
path=materials/de_train/train_glasswindow_01.vmat_c crc=739FCD37 size=3.35KB size_in_bytes=3430
path=materials/de_train/train_glasswindow_01_color_tga_ca71ded2.vtex_c crc=239051DA size=172.68KB size_in_bytes=176828
path=materials/fy_pool_day/anciennes_textures/carrelage1_bleu_old.vmat_c crc=A66A6237 size=3.44KB size_in_bytes=3520
path=materials/fy_pool_day/anciennes_textures/carrelage1_bleu_old_color_tga_1c34fa02.vtex_c crc=ED431A3D size=12.70KB size_in_bytes=13004
path=materials/fy_pool_day/anciennes_textures/carrelage1_rouge_old.vmat_c crc=F868C80C size=3.44KB size_in_bytes=3520
path=materials/fy_pool_day/anciennes_textures/carrelage1_rouge_old_color_tga_f7b84bcf.vtex_c crc=966D2C6C size=12.70KB size_in_bytes=13004
path=materials/fy_pool_day/anciennes_textures/carrelage2_blanc_old.vmat_c crc=48D4FC2D size=3.42KB size_in_bytes=3504
path=materials/fy_pool_day/anciennes_textures/carrelage2_blanc_old_color_tga_415e8949.vtex_c crc=48739E8D size=2.65KB size_in_bytes=2716
path=materials/fy_pool_day/anciennes_textures/carrelage2_bleu_old.vmat_c crc=14C7CBE4 size=3.42KB size_in_bytes=3504
path=materials/fy_pool_day/anciennes_textures/carrelage2_bleu_old_color_tga_eb61492c.vtex_c crc=4FB46D24 size=2.65KB size_in_bytes=2716
path=materials/fy_pool_day/anciennes_textures/carrelage2_rouge_old.vmat_c crc=5BCB9AF3 size=3.42KB size_in_bytes=3504
path=materials/fy_pool_day/anciennes_textures/carrelage2_rouge_old_color_tga_d7dcb38.vtex_c crc=EF0F04ED size=2.65KB size_in_bytes=2716
path=materials/fy_pool_day/anciennes_textures/casier_porte_old.vmat_c crc=61B76585 size=3.42KB size_in_bytes=3504
path=materials/fy_pool_day/anciennes_textures/casier_porte_old_color_tga_d5b0c36d.vtex_c crc=DFD7CE3F size=4.67KB size_in_bytes=4780
path=materials/fy_pool_day/anciennes_textures/chaise_longue_old.vmat_c crc=A24E9F55 size=3.42KB size_in_bytes=3504
path=materials/fy_pool_day/anciennes_textures/chaise_longue_old_color_tga_961a4918.vtex_c crc=0F4B543F size=4.68KB size_in_bytes=4792
path=materials/fy_pool_day/anciennes_textures/douche_old.vmat_c crc=B640BB96 size=3.41KB size_in_bytes=3488
path=materials/fy_pool_day/anciennes_textures/douche_old_color_tga_e61a2e8c.vtex_c crc=AE515F66 size=2.14KB size_in_bytes=2188
path=materials/fy_pool_day/anciennes_textures/eau_old.vmat_c crc=47DCC8BB size=3.52KB size_in_bytes=3600
path=materials/fy_pool_day/anciennes_textures/eau_old_vmat_g_tcolor_6f1924e7.vtex_c crc=BA057642 size=1.94KB size_in_bytes=1984
path=materials/fy_pool_day/anciennes_textures/metal_old.vmat_c crc=C979404B size=3.42KB size_in_bytes=3504
path=materials/fy_pool_day/anciennes_textures/metal_old_color_tga_ebc50395.vtex_c crc=BBFDA63E size=7.34KB size_in_bytes=7520
path=materials/fy_pool_day/anciennes_textures/mur1_bleu_old.vmat_c crc=D10072F6 size=3.42KB size_in_bytes=3504
path=materials/fy_pool_day/anciennes_textures/mur1_bleu_old_color_tga_ad5ef945.vtex_c crc=9AA13869 size=7.32KB size_in_bytes=7500
path=materials/fy_pool_day/anciennes_textures/mur1_rouge_old.vmat_c crc=8621DD26 size=3.42KB size_in_bytes=3504
path=materials/fy_pool_day/anciennes_textures/mur1_rouge_old_color_tga_d33b73e6.vtex_c crc=4092E07B size=7.32KB size_in_bytes=7500
path=materials/fy_pool_day/anciennes_textures/mur2_blanc_old.vmat_c crc=10230282 size=3.42KB size_in_bytes=3504
path=materials/fy_pool_day/anciennes_textures/mur2_blanc_old_color_tga_e127cce5.vtex_c crc=40657412 size=7.32KB size_in_bytes=7500
path=materials/fy_pool_day/anciennes_textures/porte_bleu_old.vmat_c crc=46F4D5AE size=3.42KB size_in_bytes=3504
path=materials/fy_pool_day/anciennes_textures/porte_bleu_old_color_tga_1363c386.vtex_c crc=5D327484 size=4.68KB size_in_bytes=4792
path=materials/fy_pool_day/anciennes_textures/porte_rouge_old.vmat_c crc=AC3AD981 size=3.42KB size_in_bytes=3504
path=materials/fy_pool_day/anciennes_textures/porte_rouge_old_color_tga_87fbf003.vtex_c crc=9CDEF0F8 size=2.14KB size_in_bytes=2188
path=materials/fy_pool_day/anciennes_textures/regle1_old.vmat_c crc=BD491B0B size=3.41KB size_in_bytes=3488
path=materials/fy_pool_day/anciennes_textures/regle1_old_color_tga_cfdaf55b.vtex_c crc=A618B226 size=12.68KB size_in_bytes=12988
path=materials/fy_pool_day/anciennes_textures/regle2_old.vmat_c crc=3C9C8DD6 size=3.41KB size_in_bytes=3488
path=materials/fy_pool_day/anciennes_textures/regle2_old_color_tga_ecbf9cac.vtex_c crc=EA07AD65 size=4.68KB size_in_bytes=4792
path=materials/fy_pool_day/anciennes_textures/sol_old.vmat_c crc=83B15FD1 size=3.41KB size_in_bytes=3488
path=materials/fy_pool_day/anciennes_textures/sol_old_color_tga_55effa9c.vtex_c crc=D9C7FEA9 size=12.68KB size_in_bytes=12988
path=materials/fy_pool_day/anciennes_textures/vitre2_old.vmat_c crc=2B77E5DD size=3.53KB size_in_bytes=3616
path=materials/fy_pool_day/anciennes_textures/vitre2_old_color_tga_9da6555d.vtex_c crc=DBE55ADF size=12.69KB size_in_bytes=12992
path=materials/fy_pool_day/anciennes_textures/vitre_old_opaque.vmat_c crc=0FEBE23C size=3.42KB size_in_bytes=3504
path=materials/fy_pool_day/anciennes_textures/vitre_old_opaque_color_tga_e07d67ca.vtex_c crc=36912EE8 size=12.68KB size_in_bytes=12988
path=materials/loading_screenshots_creation.vmat_c crc=5E0AF29C size=2.76KB size_in_bytes=2824
path=materials/models/oms/temoin.vmat_c crc=140069AE size=3.37KB size_in_bytes=3446
path=materials/models/oms/temoin_color_tga_7546c909.vtex_c crc=B77DD482 size=44.67KB size_in_bytes=45740
path=materials/models/oms/temoin_glass.vmat_c crc=C2D40FF4 size=3.65KB size_in_bytes=3734
path=materials/models/oms/temoin_glass_vmat_g_tcolor_ee2e0ee2.vtex_c crc=50016593 size=1.95KB size_in_bytes=2000
path=materials/models/oms/temoin_glass_vmat_g_tmetalness_b7e45cfc.vtex_c crc=D7CDC4E6 size=1.93KB size_in_bytes=1976
path=materials/models/oms/temoin_glass_vmat_g_tnormal_a049bd86.vtex_c crc=3BA22136 size=2.22KB size_in_bytes=2272
path=materials/models/oms/temoin_vmat_g_tmetalness_b7e45cfc.vtex_c crc=D7CDC4E6 size=1.93KB size_in_bytes=1976
path=materials/models/pool_day/buoy_armband_floaties.vmat_c crc=9FE288BA size=3.51KB size_in_bytes=3590
path=materials/models/pool_day/buoy_armband_floaties_ao_png_2f56690b.vtex_c crc=A8CCE815 size=674.02KB size_in_bytes=690196
path=materials/models/pool_day/buoy_armband_floaties_normal_png_f894c60d.vtex_c crc=D854144C size=1.34MB size_in_bytes=1400244
path=materials/models/pool_day/buoy_armband_floaties_vmat_g_tcolor_7ab53e0a.vtex_c crc=38638293 size=1.91KB size_in_bytes=1960
path=materials/models/pool_day/buoy_balloon.vmat_c crc=9F492C37 size=3.49KB size_in_bytes=3574
path=materials/models/pool_day/buoy_balloon_ao_png_806d601e.vtex_c crc=DC09E080 size=674.00KB size_in_bytes=690180
path=materials/models/pool_day/buoy_balloon_color_png_b000683f.vtex_c crc=643F93C7 size=684.67KB size_in_bytes=701100
path=materials/models/pool_day/buoy_balloon_normal_png_5440dfbe.vtex_c crc=1F3B8E58 size=1.34MB size_in_bytes=1400244
path=materials/models/pool_day/buoy_duck.vmat_c crc=11067910 size=3.46KB size_in_bytes=3542
path=materials/models/pool_day/buoy_duck_ao_png_dfc3845b.vtex_c crc=BA1025CA size=2.63MB size_in_bytes=2754564
path=materials/models/pool_day/buoy_duck_color_png_d5329be5.vtex_c crc=F93997CE size=2.67MB size_in_bytes=2798252
path=materials/models/pool_day/buoy_duck_normal_png_d91ccb98.vtex_c crc=54C20B9D size=5.34MB size_in_bytes=5594532
path=materials/models/pool_day/buoy_flamingo.vmat_c crc=D32FB7F2 size=3.74KB size_in_bytes=3833
path=materials/models/pool_day/buoy_flamingo_color_png_4cf5c5aa.vtex_c crc=FCDDA625 size=5.34MB size_in_bytes=5594500
path=materials/models/pool_day/buoy_flamingo_normal_png_22d1a80c.vtex_c crc=272D42D1 size=5.34MB size_in_bytes=5594548
path=materials/models/pool_day/buoy_frog.vmat_c crc=509D1E71 size=3.47KB size_in_bytes=3558
path=materials/models/pool_day/buoy_frog_ao_png_3a87c451.vtex_c crc=7A0720A9 size=2.63MB size_in_bytes=2754564
path=materials/models/pool_day/buoy_frog_color_png_ddb8263d.vtex_c crc=542BA928 size=2.67MB size_in_bytes=2798252
path=materials/models/pool_day/buoy_frog_normal_png_22e7f217.vtex_c crc=8F36BBA8 size=5.34MB size_in_bytes=5594532
path=materials/models/pool_day/buoy_manta_ray.vmat_c crc=B0F9DFAE size=3.49KB size_in_bytes=3574
path=materials/models/pool_day/buoy_manta_ray_ao_png_2d0facea.vtex_c crc=4493189D size=2.63MB size_in_bytes=2754564
path=materials/models/pool_day/buoy_manta_ray_color_png_6c237a23.vtex_c crc=A41135C4 size=2.67MB size_in_bytes=2798268
path=materials/models/pool_day/buoy_manta_ray_normal_png_3e16132d.vtex_c crc=2B6AE3A6 size=5.34MB size_in_bytes=5594548
path=materials/models/pool_day/buoy_pineapple_mattress.vmat_c crc=901B9628 size=3.54KB size_in_bytes=3622
path=materials/models/pool_day/buoy_pineapple_mattress_ao_png_9543d82e.vtex_c crc=1CF93A91 size=2.63MB size_in_bytes=2754580
path=materials/models/pool_day/buoy_pineapple_mattress_color_png_d818de8a.vtex_c crc=DCED2DD5 size=2.67MB size_in_bytes=2798268
path=materials/models/pool_day/buoy_pineapple_mattress_normal_png_21faba64.vtex_c crc=77ABD555 size=5.34MB size_in_bytes=5594548
path=materials/models/pool_day/lounge_chair.vmat_c crc=53B4174C size=3.85KB size_in_bytes=3945
